Route stop,Business,Address,Phone,Category,Google query,Owned website search status,Owned website found,Evidence
489,Taqueria Los Charros,854 West Dana Street,(650) 969-1464,restaurant,"""Taqueria Los Charros"" ""(650) 969-1464"" official website",ATTEMPTED - no likely owned-site hit,,"TAQUERIA LOS CHARROS, Mountain View - Restaurant... - Tripadvisor (tripadvisor.com) [directory/profile domain] | Taqueria Los Charros Mountain View CA, 94041 – Manta.com (manta.com) [directory/profile domain] | Taqueria Los Charros, 854 W Dana St, Mountain View... - MapQuest (mapquest.com) [directory/profile domain] | Taqueria Los Charros Mountain View CA American Restaurant... (openingtimes.co) [domain does not match business name tokens] | Best 30 Mexican Restaurants in North Los... | The Real Yellow Pages (yellowpages.com) [directory/profile domain] | Best 'Mission Burritos' NOT In San Francisco's Mission District (cbsnews.com) [domain does not match business name tokens]"
490,Mervyn's Lounge,"236 Castro Street, Mountain View, CA",(650) 938-2968,bar,"""Mervyn's Lounge"" ""Mountain View"" ""(650) 938-2968"" official website",ATTEMPTED - no likely owned-site hit,,"Mountain View | Metro Silicon Valley | Silicon Valley’s Leading Weekly (metrosiliconvalley.com) [domain does not match business name tokens] | Mervyn's Lounge & Restaurant | 236 Castro St, Mountain View, CA... (usarestaurants.info) [directory/profile domain] | Best South Bay Bars For Ladies Night Out - CBS San Francisco (cbsnews.com) [domain does not match business name tokens]"
491,Phở Tô Châu,853 Villa Street,(650) 961-8069,restaurant,"""Phở Tô Châu"" ""(650) 961-8069"" official website",ATTEMPTED - no likely owned-site hit,,"Photos at Phở Tô Châu - Downtown Mountain View - 35 tips from... (foursquare.com) [directory/profile domain] | PHO TO CHAU999 - Updated April 2026 - 909 Photos & 966 ... - YelpPhởtochau 999, Mountain View - Menu, Reviews (256), Photos ...Phở Tô Châu, 853 Villa St, Mountain View, CA 94041, US - MapQuestOnline Menu of Pho To Chau Restaurant, Mountain View ...Phở To Chau Menu Prices at 853 Villa St, Mountain View, CA ...TO CHAU, Mountain View - Restaurant Reviews, Photos & Phone ... (yelp.com) [directory/profile domain] | Phởtochau 999, Mountain View - Menu, Reviews (256), Photos ...Phở Tô Châu, 853 Villa St, Mountain View, CA 94041, US - MapQuestOnline Menu of Pho To Chau Restaurant, Mountain View ...Phở To Chau Menu Prices at 853 Villa St, Mountain View, CA ...TO CHAU, Mountain View - Restaurant Reviews, Photos & Phone ... (restaurantji.com) [directory/profile domain] | Phở Tô Châu, 853 Villa St, Mountain View, CA 94041, US - MapQuest (mapquest.com) [directory/profile domain] | Phở To Chau Menu Prices at 853 Villa St, Mountain View, CA ... (menucollectors.com) [domain does not match business name tokens] | Photochau999 Vietnamese Pho To Chau (photochau999.com) [domain does not match business name tokens]"
492,Imagine Hair Salon,"857 Villa Street, Mountain View, CA, 94041",(650) 968-8602,hairdresser,"""Imagine Hair Salon"" ""Mountain View"" ""(650) 968-8602"" official website",ATTEMPTED - no likely owned-site hit,,"Imagine Hair Salon | Beauty | Downtown Businesses - Mountain View... (chambermv.org) [domain does not match business name tokens] | Imagine Hair Salon 花想容, Mountain View — address, phone... (directmap.us) [domain does not match business name tokens] | Best Hair Salons near me in West Murphy, San Jose | Fresha (fresha.com) [directory/profile domain] | MOUNTAIN VIEW 2024-2025 Community Guide & Business Directory (chambervu.com) [domain does not match business name tokens] | Images Hair Studio & Day Spa to Imanis Unisex Salon (beautyitems.com) [domain does not match business name tokens] | Mountain View Hair Care (us.a-better-place.com) [domain does not match business name tokens]"
493,Hong Kong Bakery and Cafe,"210 Castro Street, Mountain View, CA",(650) 969-3153,bakery,"""Hong Kong Bakery and Cafe"" ""Mountain View"" ""(650) 969-3153"" official website",ATTEMPTED - no likely owned-site hit,,"Hong Kong Bakery and Cafe, 210 Castro St, Mountain View, CA... (mapquest.com) [directory/profile domain]"
494,Ramen Izakaya Yu-Gen,"152 Castro Street, Mountain View, CA",(650) 428-0888,restaurant,"""Ramen Izakaya Yu-Gen"" ""Mountain View"" ""(650) 428-0888"" official website",ATTEMPTED - no likely owned-site hit,,"Ramen izakaya yu-gen (yugen-us.com) [domain does not match business name tokens] | RAMEN IZAKAYA YU-GEN, Mountain View - Photos... - Tripadvisor (tripadvisor.com) [directory/profile domain] | Yugen Ramen, Mountain View - Menu, Reviews... - Restaurantji (restaurantji.com) [directory/profile domain] | Yugen Ramen - Mountain View, CA 94041 - Menu, Reviews, Hours... (restaurantjump.com) [directory/profile domain] | Ramen Izakaya Yu-Gen 152 Castro St Mountain View, CA - MapQuest (mapquest.com) [directory/profile domain] | Ramen Izakaya Yu-Gen | Support Local – Mountain View (shop.ilovemv.org) [domain does not match business name tokens]"
495,Dr. Yvette Tan Antonio Family Dentistry,327C Moffett Boulevard,(650) 961-5424,dentist,"""Dr. Yvette Tan Antonio Family Dentistry"" ""(650) 961-5424"" official website",ATTEMPTED - no likely owned-site hit,,"Family Dentistry: Antonio Mary Yvette DDS | (650) 961-5424 ... (allbiz.com) [directory/profile domain] | Family Dentistry: Mary Yvette Antonio DDS - 327 Moffett Blvd ...Dr. Mary Yvette Tan Antonio - Dentist in Mountain View, CAFamily Dentistry: Mary Yvette Antonio DDS in Mountain View ...Family Dentistry: Mary Yvette Antonio DDS | dental office in ...Antonio Yvette Tan DDS Dentist in Mountain View, CADr Mary Yvette Tan Antonio Dds Office in Mountain View, CA (businessyab.com) [domain does not match business name tokens] | Dr. Mary Yvette Tan Antonio - Dentist in Mountain View, CA (dentistsok.com) [domain does not match business name tokens] | Family Dentistry: Mary Yvette Antonio DDS in Mountain View ... (chamberofcommerce.com) [directory/profile domain] | Family Dentistry: Mary Yvette Antonio DDS | dental office in ... (denteldoc.com) [domain does not match business name tokens] | Antonio Yvette Tan DDS Dentist in Mountain View, CA (wellness.com) [directory/profile domain]"
496,Bailey Beauty Salon,"570 North Shoreline Boulevard, Mountain View, CA, 94043",(650) 967-3003,beauty,"""Bailey Beauty Salon"" ""Mountain View"" ""(650) 967-3003"" official website",ATTEMPTED - no likely owned-site hit,,"TOP 10 BEST Bella Beauty Salon in San Jose, CA - Yelp (yelp.com) [directory/profile domain] | Best 30 Beauty Salons in San Jose, CA with Reviews | The Real ... (yellowpages.com) [directory/profile domain] | Beautique Beauty Bar - Beauty Product Store and Hair Salon in ... (beautiquebeautybar.com) [no location/phone confirmation] | Home - Headlines Salon - A Cut Above | Full Service Hair ... (headlinesalon.net) [domain does not match business name tokens] | Hair Salon | San Carlos, CA | 650-453-3380 (hyattshair.net) [domain does not match business name tokens] | Today's Haircuts -Hair Salon in San Carlos , CA , 94070 (todayshaircutsca.com) [domain does not match business name tokens]"
497,Sushi Jin,"580 North Rengstorff Avenue, Mountain View, 94043",(650) 386-5885,restaurant,"""Sushi Jin"" ""Mountain View"" ""(650) 386-5885"" official website",REVIEW - likely owned-site candidate,https://www.sushijinmtv.com/,Sushi Jin (sushijinmtv.com) [domain/name match; phone=True; city=True; address_tokens=5]
498,Star Nail Spa,"580 North Rengstorff Avenue, Mountain View, 94043",(650) 969-4516,beauty,"""Star Nail Spa"" ""Mountain View"" ""(650) 969-4516"" official website",ATTEMPTED - no likely owned-site hit,,"Star's Nail Spa | Mountain View CA - Facebook (facebook.com) [directory/profile domain] | Star's Nail Spa in Mountain View, CA 94043 - (650) 9... (chamberofcommerce.com) [directory/profile domain] | Star Nails - Mountain View, CA 94043 - The Real Yellow Pages (yellowpages.com) [directory/profile domain] | Star's Nail Spa - Mountain View , CA - Business Information (dandb.com) [domain does not match business name tokens] | Star's Nail Spa Mountain View CA, 94043 – Manta.com (manta.com) [directory/profile domain] | Star's Nail Spa - Nails - Mountain View, CA - VerView (verview.com) [domain does not match business name tokens]"
499,Beauty Salon Haircut,"580 North Rengstorff Avenue, Mountain View, 94043",(650) 965-4581,hairdresser,"""Beauty Salon Haircut"" ""Mountain View"" ""(650) 965-4581"" official website",ATTEMPTED - no likely owned-site hit,,"Haircuts - Mountain View - A Better PlacesTHE BEST 10 Hair Salons in MOUNTAIN VIEW, CA - YelpBeauty Salons in Mountain View, CA - The Real Yellow PagesMountain View Haircuts & Essence SalonHair Salons Near Me in Mountain View: TOP 20 May 2026 - BooksyThe 10 Best Hair Salons in Mountain View, CA (with ... - FashBest 30 Hair Stylists in San Carlos, CA | superpages.com (a-better-place.com) [domain does not match business name tokens] | THE BEST 10 Hair Salons in MOUNTAIN VIEW, CA - Yelp (yelp.com) [directory/profile domain] | Beauty Salons in Mountain View, CA - The Real Yellow Pages (yellowpages.com) [directory/profile domain] | Mountain View Haircuts & Essence SalonHair Salons Near Me in Mountain View: TOP 20 May 2026 - BooksyThe 10 Best Hair Salons in Mountain View, CA (with ... - FashBest 30 Hair Stylists in San Carlos, CA | superpages.com (essencesalon.com) [domain does not match business name tokens] | Hair Salons Near Me in Mountain View: TOP 20 May 2026 - Booksy (booksy.com) [directory/profile domain] | The 10 Best Hair Salons in Mountain View, CA (with ... - Fash (fash.com) [domain does not match business name tokens]"
500,Mercedes Benz Repair,2362 Old Middlefield Way,(650) 593-1300,car_repair,"""Mercedes Benz Repair"" ""(650) 593-1300"" official website",ATTEMPTED - no likely owned-site hit,,"Mercedes-Benz Repair | (650) 593-1300 | Mountain View, California (allbiz.com) [directory/profile domain] | Mercedes-Benz Repair in Mountain View, CA 94043 - 650-593...MERCEDES-BENZ REPAIR - Mountain View CA - Hours, Directions ...Mercedes Benz Repair - Mountain View, CA 94043Mercedes Benz Repair - Mountain View , CA - Business ProfileMercedes Benz Repair in Mountain View, CA - YahooMercedes Benz Repair Company Profile -Sales, Contacts ... (chamberofcommerce.com) [directory/profile domain] | MERCEDES-BENZ REPAIR - Mountain View CA - Hours, Directions ... (loc8nearme.com) [directory/profile domain] | Mercedes Benz Repair - Mountain View, CA 94043 (yellowpages.com) [directory/profile domain] | Mercedes Benz Repair - Mountain View , CA - Business Profile (dandb.com) [domain does not match business name tokens] | Mercedes Benz Repair in Mountain View, CA - Yahoo (local.yahoo.com) [directory/profile domain]"
501,Royal Beauty Salon,"1040 North Rengstorff Avenue, Mountain View, CA, 94043",(650) 390-0688,hairdresser,"""Royal Beauty Salon"" ""Mountain View"" ""(650) 390-0688"" official website",ATTEMPTED - no likely owned-site hit,,"Best Beauty Salons near me in Midtown, San Jose | Fresha (fresha.com) [directory/profile domain] | Best Beauty Salons near me in Evergreen Park, San Jose | Fresha (fresha.com) [directory/profile domain] | Best Beauty Salons near me in Palo Alto, San Jose | Fresha (fresha.com) [directory/profile domain] | Best Nail Salons near me in Ventura, San Jose | Fresha (fresha.com) [directory/profile domain] | Royal Beauty Salon in Mountain View, CA 94043 - 650-390... (chamberofcommerce.com) [directory/profile domain] | ROYAL BEAUTY SALON - 1040 N Rengstorff Ave STE F, Mountain ... (loc8nearme.com) [directory/profile domain]"
502,Nail Touch Beauty Salon,1020 North Rengstorff Avenue,(650) 938-8471,beauty,"""Nail Touch Beauty Salon"" ""(650) 938-8471"" official website",ATTEMPTED - no likely owned-site hit,,"Nail Touch - Mountain View, CA - Nextdoor (nextdoor.com) [directory/profile domain] | NAIL TOUCH - Updated May 2026 - 151 Photos & 202 Reviews ...Nail Touch in Mountain View, CA – Reviews, Hours ... - YahooBest 30 Nail Salons in San Carlos, CA with Reviews | The Real ...Best 30 Nail Salons in San Carlos, CA | superpages.com15 Best Nail Salons Near San Carlos, CA - 2026 BestProsInTownNice Nails Spa | Nail Salon in San Carlos, CA 94070 (yelp.com) [directory/profile domain] | Nail Touch in Mountain View, CA – Reviews, Hours ... - Yahoo (local.yahoo.com) [directory/profile domain] | Best 30 Nail Salons in San Carlos, CA with Reviews | The Real ... (yellowpages.com) [directory/profile domain] | Best 30 Nail Salons in San Carlos, CA | superpages.com (superpages.com) [directory/profile domain] | 15 Best Nail Salons Near San Carlos, CA - 2026 BestProsInTown (bestprosintown.com) [directory/profile domain]"
503,Blades Styling,"3966 Middlefield Road, Palo Alto, CA, 94303",(650) 494-2987,hairdresser,"""Blades Styling"" ""Palo Alto"" ""(650) 494-2987"" official website",ATTEMPTED - no likely owned-site hit,,Best Salons For Men On The Peninsula - CBS San Francisco (cbsnews.com) [domain does not match business name tokens]
504,Yardbird Equipment,"2532 Old Middlefield Way, Mountain View, 94043",(650) 969-8665,hardware,"""Yardbird Equipment"" ""Mountain View"" ""(650) 969-8665"" official website",ATTEMPTED - no likely owned-site hit,,"Mountain View, CA Husqvarna Dealers & Repair Service Near Me (locations.husqvarna.com) [domain does not match business name tokens] | Hardware stores in Mountain View, California (cybo.com) [domain does not match business name tokens] | Yardbird Equipment Co in Mountain View, California 94043 - (650)... (ibegin.com) [domain does not match business name tokens] | Yardbird Equipment Sales — Oso Robotics (osorobotics.ai) [domain does not match business name tokens] | Yardbird Equipment Co | BBB Business Profile | Better Business... (bbb.org) [directory/profile domain] | Yardbird Equipment Sales - Mountain View, CA 94043 - Location... (placewing.com) [directory/profile domain]"
505,D'Cache Beauty Salon,"Latham Street, Mountain View, California, 94039 (reverse-geocoded approximate)",(650) 625-8991,beauty,"""D'Cache Beauty Salon"" ""Mountain View"" ""(650) 625-8991"" official website",ATTEMPTED - no likely owned-site hit,,Money Order Transfer Service | Telephone Directories (telephonedirectories.us) [domain does not match business name tokens]
506,Emergency Animal Care,"601 Showers Drive, Mountain View, CA, 94040",(650) 494-1461,veterinary,"""Emergency Animal Care"" ""Mountain View"" ""(650) 494-1461"" official website",ATTEMPTED - no likely owned-site hit,,"24/7 Emergency Vet & Specialty Care | MedVet Mountain ViewUrgent Care at Shoreline Pet Hospital, Mountain View, CAContact Miramonte Veterinary Hospital in Mountain ViewMedVet Mountain View | (650) 494-1461 | Mountain View, CaliforniaMedVet Mountain View | Mountain View Acres CA - FacebookMedVet Mountain View in Mountain View, CA 94040 - (650) 4...MedVet Mountain View - Mountain View, CA 94040 (medvet.com) [domain does not match business name tokens] | Urgent Care at Shoreline Pet Hospital, Mountain View, CA (shorelinepethospital.com) [domain does not match business name tokens] | Contact Miramonte Veterinary Hospital in Mountain View (miramontevet.com) [domain does not match business name tokens] | MedVet Mountain View | (650) 494-1461 | Mountain View, California (bizarchive.com) [domain does not match business name tokens] | MedVet Mountain View | Mountain View Acres CA - FacebookMedVet Mountain View in Mountain View, CA 94040 - (650) 4...MedVet Mountain View - Mountain View, CA 94040 (facebook.com) [directory/profile domain] | MedVet Mountain View in Mountain View, CA 94040 - (650) 4... (chamberofcommerce.com) [directory/profile domain]"
507,Esther's German Restaurant,"987 North San Antonio Road, Los Altos, CA, 94022",(650) 941-4463,restaurant,"""Esther's German Restaurant"" ""Los Altos"" ""(650) 941-4463"" official website",SEARCH ERROR,,"ERROR: ('error sending request for url (https://html.duckduckgo.com/html/)', 'https://html.duckduckgo.com/html/')"
508,A Good Morning,"West El Camino Real, Los Altos, California, 94022 (reverse-geocoded approximate)",(650) 941-8154,restaurant,"""A Good Morning"" ""Los Altos"" ""(650) 941-8154"" official website",REVIEW - likely owned-site candidate,https://agoodmorninglosaltos.com/?C=N;O=D,"A Good Morning - Los Altos, CA (agoodmorninglosaltos.com) [domain/name match; phone=True; city=True; address_tokens=2]"
509,Amici,450 San Antonio Road,(650) 961-6666,restaurant,"""Amici"" ""(650) 961-6666"" official website",REVIEW - likely owned-site candidate,https://www.amicis.com/mountain-view,"Amici's East Coast Pizzeria | (650) 961-6666 | Mountain View ... (allbiz.com) [directory/profile domain] | Amici's Locations & Hours in California - MyStore411 (mystore411.com) [domain does not match business name tokens] | Amici East Coast Pizzas in Mountain View, CA - (650) 961-6666 (buzzfile.com) [directory/profile domain] | Amici's East Coast Pizzeria | Restaurants | Downtown ... (business.chambermv.org) [domain does not match business name tokens] | Amici's East Coast Pizzeria - Mountain View, CA 94041 - Menu ... (restaurantjump.com) [directory/profile domain] | Pizza lover takes dough into own hands to create Amici's (sfgate.com) [domain does not match business name tokens]"
510,The Sea by Alexander's Steakhouse,"4269 West El Camino Real, Palo Alto, CA, 94306",(650) 213-1111,restaurant,"""The Sea by Alexander's Steakhouse"" ""Palo Alto"" ""(650) 213-1111"" official website",ATTEMPTED - no likely owned-site hit,,"Welcome - The Sea by Alexander's Steakhouse (theseausa.com) [domain does not match business name tokens] | THE SEA BY ALEXANDER'S STEAKHOUSE, Palo Alto... - Tripadvisor (tripadvisor.com) [directory/profile domain] | Visit Silicon Valley - The Sea By Alexander's Steakhouse (visitsiliconvalley.org) [domain does not match business name tokens] | The Sea by Alexanders @ Palo Alto – live2makan (live2makan.com) [domain does not match business name tokens] | The Sea by Alexander's Steakhouse - Palo Alto, CA 94306 (yellowpages.com) [directory/profile domain] | The Sea by Alexander's Steakhouse in Palo Alto, California - Trip... (aaa.com) [domain does not match business name tokens]"
511,Palo Alto Advanced Dentists,4191,(650) 324-4900,dentist,"""Palo Alto Advanced Dentists"" ""(650) 324-4900"" official website",ATTEMPTED - no likely owned-site hit,,"Palocal.co - Best Dental (palocal.co) [directory/profile domain] | Palo Alto Advanced Dentists - 2 tips from 26 visitors (foursquare.com) [directory/profile domain] | JAMES Ho, CEO, Chief Dentist at Palo Alto Advanced Dentists (bio.prlog.org) [domain does not match business name tokens] | Paloaltoadvanceddentists / Welcome | Palo Alto, CA | Palo Alto... (paloaltoadvanceddentists.com.siteindices.com) [domain does not match business name tokens] | Palo Alto Advanced Dentists Family and Cosmetic Dentistry... (crunchbase.com) [domain does not match business name tokens] | 4191 El Camino Real, Palo Alto, CA 94306 | 650-324-4900 (webstatsdomain.org) [domain does not match business name tokens]"
512,Sushi Tomo,"4131 El Camino Way, Palo Alto",(650) 856-1100,restaurant,"""Sushi Tomo"" ""Palo Alto"" ""(650) 856-1100"" official website",ATTEMPTED - no likely owned-site hit,,"Sushi Tomo Menu – Palo Alto, CA (roostcafeandbistro.com) [directory/profile domain] | SUSHI TOMO - 461 Photos & 467 Reviews - 4131 El Camino Way ...Sushi Tomo Restaurant in Palo Alto, CA with ReviewsSushi Tomo in Palo Alto, California: information, coupons ...Sushi Tomo - Dun & BradstreetSushi Tomo Menu in Palo Alto, CA | Order Delivery & ReviewsSushi Tomo (@sushitomo.paloalto) • Instagram photos and videos (yelp.com) [directory/profile domain] | Sushi Tomo Restaurant in Palo Alto, CA with Reviews (yellowpages.com) [directory/profile domain] | Sushi Tomo in Palo Alto, California: information, coupons ... (basom.restaurants.com) [domain does not match business name tokens] | Sushi Tomo - Dun & Bradstreet (dandb.com) [domain does not match business name tokens] | Sushi Tomo Menu in Palo Alto, CA | Order Delivery & Reviews (menupix.com) [directory/profile domain]"
513,Hong Kong Restaurant,"3691 El Camino Real, Palo Alto, CA, 94306",(650) 251-9062,restaurant,"""Hong Kong Restaurant"" ""Palo Alto"" ""(650) 251-9062"" official website",ATTEMPTED - no likely owned-site hit,,"Hong Kong Restaurant, Palo Alto - Menu, Reviews (214), Photos ...Hong Kong Restaurant Palo Alto - mymenuweb.comHong Kong Restaurant in Palo Alto, CA 94306 - 650-251...Hong Kong Restaurant Palo Alto: Authentic Cantonese Cuisine ...Hong Kong Restaurant - Palo Alto, CA 94306 - The Real Yellow ...Hong Kong Restaurant - shopdineguide.com (restaurantji.com) [directory/profile domain] | Hong Kong Restaurant - shopdineguide.com (shopdineguide.com) [domain does not match business name tokens] | Hong Kong Restaurant - Palo Alto, CA - YelpHong Kong Restaurant, Palo Alto - Menu, Reviews (214), Photos ...Hong Kong Restaurant Palo Alto - mymenuweb.comHong Kong Restaurant in Palo Alto, CA 94306 - 650-251...Hong Kong Restaurant Palo Alto: Authentic Cantonese Cuisine ...Hong Kong Restaurant - Palo Alto, CA 94306 - The Real Yellow ...Hong Kong Restaurant - shopdineguide.com (yelp.com) [directory/profile domain] | Hong Kong Restaurant Palo Alto - mymenuweb.com (mymenuweb.com) [directory/profile domain] | Hong Kong Restaurant in Palo Alto, CA 94306 - 650-251... (chamberofcommerce.com) [directory/profile domain] | Hong Kong Restaurant Palo Alto: Authentic Cantonese Cuisine ... (chinarestaurant-luckypalace.com) [domain does not match business name tokens]"
514,Smog 4 Less,"3508 El Camino Real, Palo Alto",(650) 383-7664,car_repair,"""Smog 4 Less"" ""Palo Alto"" ""(650) 383-7664"" official website",ATTEMPTED - no likely owned-site hit,,"4 Less Smog Check of Palo Alto - STAR Station (chamberofcommerce.com) [directory/profile domain] | 4 Less Smog Check of Palo Alto - Palo Alto, CA 94306Smog Check of Palo Alto4 Less Smog Check of Palo Alto - Official MapQuest4 Less Smog Check of Palo Alto - Palo Alto, CA - Nextdoor4 Less Smog Check of Palo Alto CA, 94306 – Manta.com4 Less Smog Check of Palo Alto – Palo Alto, 3508 El Camino ... (yellowpages.com) [directory/profile domain] | Smog Check of Palo Alto4 Less Smog Check of Palo Alto - Official MapQuest4 Less Smog Check of Palo Alto - Palo Alto, CA - Nextdoor4 Less Smog Check of Palo Alto CA, 94306 – Manta.com4 Less Smog Check of Palo Alto – Palo Alto, 3508 El Camino ... (yelp.com) [directory/profile domain] | 4 Less Smog Check of Palo Alto - Official MapQuest (mapquest.com) [directory/profile domain] | 4 Less Smog Check of Palo Alto - Palo Alto, CA - Nextdoor (nextdoor.com) [directory/profile domain] | 4 Less Smog Check of Palo Alto CA, 94306 – Manta.com (manta.com) [directory/profile domain]"
515,Wilmer Hale,"950 Page Mill Road, Palo Alto, 94304",(650) 858-6000,lawyer,"""Wilmer Hale"" ""Palo Alto"" ""(650) 858-6000"" official website",ATTEMPTED - no likely owned-site hit,,Wilmer Hale | TSNN Trade Show News (tsnn.com) [domain does not match business name tokens] | sv4za (sec.gov) [domain does not match business name tokens] | William f. lee (cdn0.sbnation.com) [domain does not match business name tokens]
516,Hairshaper's Club,"453 South California Avenue, Palo Alto, CA, 94306",(650) 329-8040,hairdresser,"""Hairshaper's Club"" ""Palo Alto"" ""(650) 329-8040"" official website",ATTEMPTED - no likely owned-site hit,,Palocal.co - Best Hair Salons (palocal.co) [directory/profile domain]
517,Salon 454,"454 Cambridge Avenue, Palo Alto, CA, 94306",(650) 799-8308,hairdresser,"""Salon 454"" ""Palo Alto"" ""(650) 799-8308"" official website",ATTEMPTED - no likely owned-site hit,,Palocal.co - Best Hair Salons (palocal.co) [directory/profile domain]
518,Palo Alto Sol,"408 South California Avenue, Palo Alto, 94306",(650) 328-8840,restaurant,"""Palo Alto Sol"" ""Palo Alto"" ""(650) 328-8840"" official website",ATTEMPTED - no likely owned-site hit,,"PALO ALTO SOL | Sol Group (solrestaurantsca.com) [domain does not match business name tokens] | Palo Alto Sol Restaurant in Palo Alto, California, United ... (shoppaloalto.com) [directory/profile domain] | Palo Alto Sol Palo Alto - mymenuweb.com (mymenuweb.com) [directory/profile domain] | Palo Alto Sol Menu - Palo Alto, CA - roostcafeandbistro.com (roostcafeandbistro.com) [directory/profile domain] | PALO ALTO SOL - Updated May 2026 - 214 Photos & 677 Reviews ...Palo Alto Sol in Palo Alto, CA 94306 - 650-328...Palo Alto Sol - Palo Alto, CA 94306, Reviews, Hours & Contact (yelp.com) [directory/profile domain] | Palo Alto Sol in Palo Alto, CA 94306 - 650-328... (chamberofcommerce.com) [directory/profile domain]"
519,Daigo,"2363 Birch Street, Palo Alto, CA, 94306",(650) 384-6880,restaurant,"""Daigo"" ""Palo Alto"" ""(650) 384-6880"" official website",ATTEMPTED - no likely owned-site hit,,"Daigo - Sushi restaurant in Santa Clara County - Website (daigo.weeblyte.com) [domain does not match business name tokens] | DAIGO, Palo Alto - Restaurant Reviews, Photos & Phone... - Tripadvisor (tripadvisor.com) [directory/profile domain] | Daigo - Palo Alto, CA 94306 - Menu, Reviews, Hours & Contact (restaurantjump.com) [directory/profile domain] | 18 Best Restaurants in Palo Alto, CA... - Restaurant Travel Guide (restauranttravelguide.com) [domain does not match business name tokens] | Daigo - Locations from All Over the World (placejuice.com) [domain does not match business name tokens] | Daigo, Пало-Альто - Меню, цены и отзывы о ресторане (ru.restaurantguru.com) [directory/profile domain]"
520,Hair Studio,"101 South California Avenue, Palo Alto, 94036",(650) 473-1213,hairdresser,"""Hair Studio"" ""Palo Alto"" ""(650) 473-1213"" official website",ATTEMPTED - no likely owned-site hit,,"Leo's Hair Studio in Palo Alto, CA 94306 - 650-473...Leos Hair Studio - Beauty CaliforniaLeo's Hair Studio - Palo Alto, CA - Beauty Salon in Palo AltoLeo's Hair Studio - Palo Alto, CALeo's Hair Studio - Palo Alto, CA 94306 - Services and ReviewsLeo’s Hair Studio – Map Contact SiteLeo's Hair Studio Giftly - Email, Text or Print, 101 ... (chamberofcommerce.com) [directory/profile domain] | Leos Hair Studio - Beauty California (california.beautihost.com) [domain does not match business name tokens] | Leo's Hair Studio - Palo Alto, CA - Beauty Salon in Palo Alto (manta.com) [directory/profile domain] | Leo's Hair Studio - Palo Alto, CALeo's Hair Studio - Palo Alto, CA 94306 - Services and ReviewsLeo’s Hair Studio – Map Contact SiteLeo's Hair Studio Giftly - Email, Text or Print, 101 ... (yelp.com) [directory/profile domain] | Leo's Hair Studio - Palo Alto, CA 94306 - Services and ReviewsLeo’s Hair Studio – Map Contact SiteLeo's Hair Studio Giftly - Email, Text or Print, 101 ... (salondiscover.com) [directory/profile domain] | Leo’s Hair Studio – Map Contact Site (map.contact) [domain does not match business name tokens]"
521,Pho Banh Mi,"405 University Avenue, Palo Alto, CA, 94301",(650) 559-0382,restaurant,"""Pho Banh Mi"" ""Palo Alto"" ""(650) 559-0382"" official website",ATTEMPTED - no likely owned-site hit,,Pho Banh Mi Restaurant Menu (Updated 05/2026) (pho-banh-mi-restaurant.weeblyte.com) [domain does not match business name tokens] | What It’s Like Living in Los Altos Hills | Guide to Moving to the Town of... (bekinsmovingservices.com) [domain does not match business name tokens]
522,Simply Be Beautiful,"530 University Avenue, Palo Alto, CA, 94301",(650) 323-1009,beauty,"""Simply Be Beautiful"" ""Palo Alto"" ""(650) 323-1009"" official website",ATTEMPTED - no likely owned-site hit,,"Simply Be Beautiful Day Spa - Beauty salon in University South... (simply-be-beautiful-day-spa.com-place.com) [domain does not match business name tokens] | Simply Be Beautiful Day Spa, Palo Alto — address, phone, opening... (directmap.us) [domain does not match business name tokens] | Locales comerciales en University South, Palo Alto city (callejero-california.openalfa.com) [domain does not match business name tokens] | Simplybeautifulbox.com Site (topsitessearch.com) [domain does not match business name tokens]"
523,Menlo Park Smog,"710 O'Keefe Street, Menlo Park, California, 94301 (reverse-geocoded approximate)",(650) 323-7664,car_repair,"""Menlo Park Smog"" ""Menlo Park"" ""(650) 323-7664"" official website",SEARCH ERROR,,"ERROR: ('error sending request for url (https://html.duckduckgo.com/html/)', 'https://html.duckduckgo.com/html/')"
524,Ochoas Beauty Salon,720 Willow Road,(650) 325-2125,hairdresser,"""Ochoas Beauty Salon"" ""(650) 325-2125"" official website",SEARCH ERROR,,"ERROR: ('error sending request for url (https://html.duckduckgo.com/html/)', 'https://html.duckduckgo.com/html/')"
525,New Generation Nails,724,(650) 323-4987,hairdresser,"""New Generation Nails"" ""(650) 323-4987"" official website",ATTEMPTED - no likely owned-site hit,,"New Generation Nails in 724 Willow Rd, Menlo Park, CA 94025 (edan.io) [domain does not match business name tokens] | New Generation Nails (new-generation-nails.edan.io) [domain does not match business name tokens] | New Generation Nails in Menlo Park, CA 94025 - 650-323... (chamberofcommerce.com) [directory/profile domain] | New Generation Nails - Menlo Park, CA 94025 - The Real Yellow ... (yellowpages.com) [directory/profile domain] | NEW GENERATION NAILS - Menlo Park CA - Hours, Directions ... (loc8nearme.com) [directory/profile domain] | New Generation Nails - Menlo Park, CA (California) - (650 ... (411.info) [domain does not match business name tokens]"
