Route stop,Business,Address,Phone,Category,Accepted profile link,Profile link search status,Profile link search evidence
511,Palo Alto Sol,"408 South California Avenue, Palo Alto, 94306",(650) 328-8840,restaurant,https://www.yelp.com/biz/palo-alto-sol-palo-alto,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
512,Daigo,"2363 Birch Street, Palo Alto, CA, 94306",(650) 384-6880,restaurant,https://www.yelp.com/biz/daigo-palo-alto,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
513,Hair Studio,"101 South California Avenue, Palo Alto, 94036",(650) 473-1213,hairdresser,https://booksy.com/en-us/658722_barrs-hair-studio-palo-alto_barber-shop_103401_palo-alto,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
514,Pho Banh Mi,"405 University Avenue, Palo Alto, CA, 94301",(650) 559-0382,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
515,Simply Be Beautiful,"530 University Avenue, Palo Alto, CA, 94301",(650) 323-1009,beauty,https://www.instagram.com/simplybebeautifulca/,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
516,Menlo Park Smog,"710 O'Keefe Street, Menlo Park, California, 94301 (reverse-geocoded approximate)",(650) 323-7664,car_repair,https://www.yelp.com/biz/menlo-smog-menlo-park,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
517,Ochoas Beauty Salon,720 Willow Road,(650) 325-2125,hairdresser,https://www.yelp.com/biz/ochoas-beauty-salon-menlo-park,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
518,New Generation Nails,724,(650) 323-4987,hairdresser,https://www.yelp.com/biz/new-generation-nails-menlo-park,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
519,Tony's Pizza,820 Willow Road,(650) 853-0860,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
520,Markstyle,"Willow Road, Menlo Park, California, 94301 (reverse-geocoded approximate)",(650) 325-4075,hairdresser,https://www.yelp.com/biz/markstyle-barbershop-menlo-park,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
521,Nina's Nails & Hair,891 Hamilton Avenue,(650) 324-3978,hairdresser,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
522,Mi Taqueria,875 Hamilton Avenue,(650) 289-0451,restaurant,https://www.yelp.com/biz/mi-taqueria-menlo-park,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
523,J&J Hawaiian Barbeque,"1170 Alma Street, 94025",(650) 323-6137,restaurant,https://www.yelp.com/biz/j-and-j-hawaiian-bbq-menlo-park?start=10,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
524,Simpson's Barber Shop,1181,(650) 853-9913,hairdresser,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
525,Park Avenue Salon and Spa,"609 Santa Cruz Avenue, Menlo Park, CA, 94025",(650) 328-6311,beauty,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
526,LaMigliore Salon,"644 Santa Cruz Avenue, Menlo Park, CA, 94025",(650) 321-1100,beauty,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
527,Sky Nails,"1059 Crane Street, Menlo Park, CA, 94025",(650) 462-0836,beauty,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
528,Las Parrillas,"Semicircular Road, North Fair Oaks, California, 94027 (reverse-geocoded approximate)",(650) 369-2040,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
529,Tere's Boutique,3270,(650) 364-0239,clothes,https://www.yelp.com/biz/teres-boutique-menlo-park,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
530,Rocio Alvizar,3227,(650) 365-1949,dentist,https://www.yelp.com/biz/alvizar-rocio-dds-redwood-city,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
531,Vico's Beauty Salon,3225,(650) 257-3156,beauty,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
532,Amparo's Shoe Repair,3205,(650) 575-8691,shoes,https://www.yelp.com/biz/amparos-shoe-repair-menlo-park,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
533,Turfside Grille,3151,(650) 362-4109,restaurant,https://www.facebook.com/turfsidegrill/about/,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
534,Zessy's Beauty Salon,3149,(650) 207-9292,beauty,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
535,Hometown Noodles,3153,(650) 367-0657,restaurant,https://www.yelp.com/biz/hometown-noodle-redwood-city,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
536,United,3196,(650) 720-0875,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
537,Taqueria Gonzales,3194,(650) 365-6405,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
538,Villa Latina,3176,(650) 364-7400,clothes,https://www.yelp.com/biz/villa-latina-redwood-city,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
539,Irma's Beauty Salon,"4th Avenue, North Fair Oaks, California, 94061 (reverse-geocoded approximate)",(650) 363-0288,hairdresser,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
540,Hair and Nails by Nancy,3144,(650) 261-1645,hairdresser,https://www.yelp.com/biz/hair-and-nails-by-nancy-redwood-city,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
541,Glamerous Looks Salon,3142,(650) 365-3130,hairdresser,https://www.yelp.com/biz/glamorous-looks-salon-san-mateo,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
542,Joyeria 3RRR,"Middlefield Road, North Fair Oaks, California, 94061 (reverse-geocoded approximate)",(650) 771-1361,jewelry,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
543,Samantha's Salon,"2nd Avenue, Redwood City, California, 94061 (reverse-geocoded approximate)",(650) 298-8136,hairdresser,https://www.yelp.com/biz/samanthas-beauty-salon-redwood-city,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
544,San Luis Auto Glass,3017,(510) 927-1781,car_repair,https://www.yelp.com/biz/san-luis-auto-glass-redwood-city,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
545,L&M Transmissions,2951,(650) 366-7185,car_repair,https://www.yelp.com/biz/l-and-m-transmissions-redwood-city,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
546,Joe's Auto Repair,2914,(650) 716-3915,car_repair,https://www.yelp.com/biz/joe-s-auto-repair-el-cajon-2,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
547,Tzintzun Auto Repair,"Crocker Avenue, North Fair Oaks, California, 94061 (reverse-geocoded approximate)",(650) 204-5715,car_repair,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
548,H&H Automotive,2835,(650) 368-7052,car_repair,https://www.yelp.com/biz/h-and-h-automotive-redwood-city,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
549,Uruapan,2844,(650) 366-2514,furniture,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
550,Osuna Auto Repair,"Pacific Avenue, North Fair Oaks, California, 94061 (reverse-geocoded approximate)",(650) 365-2364,car_repair,https://www.instagram.com/osunaautoelectric/,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
551,A&S Automotive,2670,(650) 261-9177,car_repair,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
552,Redwood City Transmission,412,(650) 361-1676,car_repair,https://www.yelp.com/biz/redwood-city-transmissions-redwood-city,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
553,Estraella Smog Check,2627,(650) 364-0530,car_repair,https://www.yelp.com/biz/estrella-smog-check-redwood-city,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
554,La Chapina,"2601 Middlefield Road, Redwood City",(650) 363-8903,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
555,Liebe's Auto Body,"2549 Middlefield Road, Redwood City",(650) 365-8478,car_repair,https://www.yelp.com/biz/liebes-autobody-redwood-city?start=60,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
556,La Tres Marias,"2505 Middlefield Road, Redwood City",(650) 260-2940,laundry,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
557,MsKouture,1775 Broadway,(650) 743-1917,clothes,https://www.instagram.com/mskouture/,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
558,SeeU Cafe,"1465 Beach Park Boulevard, Foster City, 94404",(650) 357-0088,cafe,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
559,Belmont Dental,Masonic Way,(650) 593-5110,dentist,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
560,Michele's Hair Care,1201 6th Avenue,(650) 593-0584,hairdresser,https://www.instagram.com/micheleshairboutique/,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
561,Pilgrim Kitchen,"311 El Camino Real, Belmont, CA, 94002",(650) 592-0638,bakery,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
562,Java Blue (Patio Coffee Shop),"25 West 25th Avenue, 94403",(650) 570-3037,restaurant,https://www.yelp.com/biz/java-blue-san-mateo-2,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
563,Sunesy Hair Design,"South El Camino Real, San Mateo, California, 94402 (reverse-geocoded approximate)",(650) 437-2271,hairdresser,https://www.fresha.com/a/sunesy-hair-salon-san-mateo-2335-south-el-camino-real-qrpp8w1n,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
564,The Pantry,"1855 South Delaware Street, San Mateo, CA, 94402",(650) 345-4544,restaurant,https://www.yelp.com/biz/the-pantry-san-mateo-2,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
565,Bucky’s Cocktail Lounge,"101 South Boulevard, San Mateo, CA",(650) 349-4711,bar,https://www.facebook.com/buckyscocktaillounge/,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
566,Spiedo Restaurant,223 East 4th Avenue,(650) 375-0818,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
567,Izakaya Mai,212 2nd Avenue,(650) 347-2511,restaurant,https://www.yelp.com/biz/izakaya-mai-san-mateo,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
568,Gosch Bros Auto Pros,"124 South Amphlett Boulevard, San Mateo, CA, 94401-2941",(650) 454-4163,car_repair,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
569,L'Vian Boutique,"317 Primrose Road, Burlingame, CA",(650) 344-4707,clothes,https://www.yelp.com/biz/l-vian-boutique-burlingame,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
570,V&V Nails,220 Broadway,(650) 652-9999,beauty,https://www.yelp.com/biz/v-and-v-nails-millbrae,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
571,De Design,289 Broadway,(650) 697-1210,beauty,https://www.yelp.com/biz/de-design-beauty-salon-millbrae,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
572,The Kitchen,"279 El Camino Real, Milbrae, CA, 94030",(650) 692-9688,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
573,San Bruno Transmission & Auto Repair,"San Bruno Avenue East, San Bruno, California, 94066 (reverse-geocoded approximate)",(650) 589-2122,car_repair,https://www.yelp.com/biz/san-bruno-transmissions-and-auto-repair-san-bruno,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
574,Fil-Am Cuisine 2,"321 Grand Avenue, South San Francisco",(650) 871-5010,fast_food,https://www.facebook.com/FilAmCuisine2/,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
575,South City Hair,"250 Grand Avenue, South San Francisco, CA",(650) 873-6787,hairdresser,https://www.yelp.com/biz/south-city-hair-south-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
576,Melissa's Taqueria,"160 Visitacion Avenue, Brisbane, CA, 94005",(415) 656-1369,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
577,Round N Round Pot,"182 Old County Road, Brisbane, CA, 94005",(415) 715-8419,restaurant,https://www.yelp.com/biz/round-n-round-pot-brisbane,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
578,Pupuseria El Golazo,"Geneva Avenue, San Francisco, California, 94112 (reverse-geocoded approximate)",(650) 759-5980,fast_food,https://www.instagram.com/pizzeria_el_golazo/,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
579,Tikal,"5099 Mission Street, San Francisco, CA, 94112",(415) 347-7125,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
580,Western Donuts,"5101 Mission Street, San Francisco, CA, 94112",(415) 900-6985,fast_food,https://www.yelp.com/biz/western-donuts-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
581,Ray Oliver Caoili D.D.S.,"5105 Mission Street, San Francisco, CA, 94112",(415) 469-7111,dentist,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
582,J&J Hardware Store,"929 Geneva Avenue, San Francisco, CA, 94112",(415) 239-8998,hardware,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
583,Taqueria La Iguana Azul,"928 Geneva Avenue, San Francisco, CA, 94112",(415) 786-7814,restaurant,https://www.yelp.com/biz/taqueria-la-iguana-azul-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
584,Taqueria Mi Sazon,"5300 Mission Street, San Francisco, CA, 94112",(415) 585-8243,restaurant,https://www.instagram.com/misazonsf/,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
585,Hayden Auto Care,"5400 Mission Street, San Francisco, CA, 94112",(415) 333-3188,car_repair,https://www.yelp.com/biz/hayden-auto-care-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
586,Excelsior Auto Care,"2800 Alemany Boulevard, San Francisco, CA, 94112",(415) 586-0633,car_repair,https://www.yelp.com/biz/excelsior-auto-care-san-francisco?start=40,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
587,BeeFadezz,"6029 Mission Street, Daly City, CA, 94014-2007",(415) 909-0883,hairdresser,https://www.instagram.com/beefadezz/,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
588,Da Pan,3995 Alemany Boulevard,(698) 895-0501,fast_food,https://www.yelp.com/biz/da-pan-san-francisco?start=40,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
589,Emmy's Restaurant,"1923 Ocean Avenue, San Francisco, CA, 94127",(415) 585-8887,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
590,Mahogany House of Styles,"Ocean Avenue, San Francisco, California, 94127 (reverse-geocoded approximate)",(415) 239-5156,beauty,https://www.facebook.com/pages/Mahogany-House-of-Styles/163051533723346,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
591,Java on Ocean Cafe,"1700 Ocean Avenue, San Francisco, CA, 94112",(415) 333-6075,cafe,https://www.yelp.com/biz/java-on-ocean-coffee-house-san-francisco-2,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
592,Jolie Elegance Spa,1418 Ocean Avenue,(415) 585-2409,beauty,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
593,Sakesan Sushi & Robata,"1400 Ocean Avenue, San Francisco, CA, 94112",(415) 347-7898,restaurant,https://www.yelp.com/biz/sakesan-sushi-and-robata-san-francisco-6,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
594,Go Go 7,"1300 Ocean Avenue, San Francisco, CA, 94112",(415) 333-4344,restaurant,https://www.yelp.com/biz/go-go-7-san-francisco-4,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
595,TS cafe,4750;4752;4756 Mission Street,(415) 825-5231,cafe,https://www.yelp.com/biz/ts-cafe-san-francisco-5,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
596,Unique Automotive,"4650 Mission Street, San Francisco, CA, 94112",(415) 586-1405,car_repair,https://www.yelp.com/biz/unique-automotive-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
597,Los Planes de Renderos,"12 Persia Avenue, San Francisco, CA, 94112",(415) 585-8645,restaurant,https://www.yelp.com/biz/los-planes-de-renderos-pupuseria-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
598,Pacitas Salvadorean Bakery,"10 Persia Avenue, San Francisco, CA, 94112",(415) 452-8442,bakery,https://www.yelp.com/biz/pacitas-salvadorean-bakery-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
599,Tanjessy Gifts Jewelry & Accessories,9 Persia Avenue,(415) 350-9747,jewelry,https://www.yelp.com/biz/tanjessy-gift-shop-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
600,Oscar Laundromat,200 Brazil Avenue,(415) 583-1024,laundry,https://www.facebook.com/carloslaundromat/,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
601,Double Shot Coffee,"4587 Mission Street, San Francisco, CA, 94112",(415) 508-9064,cafe,https://www.yelp.com/biz/double-shot-coffee-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
602,Tasty Coffee,"1818 San Jose Avenue, San Francisco, CA, 94112",(415) 585-8853,cafe,https://www.yelp.com/biz/tasty-coffee-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
603,Cafe Bello,"2885 Diamond Street, San Francisco, CA",(415) 585-3457,cafe,https://www.yelp.com/biz/bello-coffee-and-tea-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
604,Higher Grounds Coffee House and Restaurant,"691 Chenery Street, San Francisco, CA",(415) 587-2933,restaurant,https://www.yelp.com/biz/higher-grounds-coffee-house-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
605,Ming Hui Dim Sum,2495 San Bruno Avenue,(415) 468-6188,restaurant,https://www.yelp.com/biz/ming-hui-dim-sum-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
606,Taqueria Gonzalez,2527;2529;2531 San Bruno Avenue,(415) 468-4293,restaurant,https://www.yelp.com/biz/taqueria-gonzalez-san-francisco-4,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
607,2546 Cafe,2546 San Bruno Avenue,(415) 468-8008,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
608,Ming Hing Restaurant,2550 San Bruno Avenue,(415) 468-5309,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
609,Golden City,"3rd Street, San Francisco, California, 94124 (reverse-geocoded approximate)",(415) 822-3003,fast_food,https://www.yelp.com/biz/golden-city-building-supply-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
610,Yan Li,"3rd Street, San Francisco, California, 94124 (reverse-geocoded approximate)",(415) 822-8978,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
611,Generation Nails,"Evans Avenue, San Francisco, California, 94124 (reverse-geocoded approximate)",(415) 648-2933,beauty,https://www.instagram.com/generation.nails/,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
612,3R Automotive,240 Bayshore Boulevard,(415) 955-7277,car_repair,https://www.yelp.com/biz/3r-automotive-repair-and-body-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
613,Tacos Los Altos,"737 Cortland Avenue, 94110",(415) 821-0701,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
614,Moonlight Cafe,634 Cortland Avenue,(415) 647-6448,restaurant,https://www.yelp.com/biz/moonlight-cafe-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
615,Four Seasons Nails and Spa,451 Cortland Avenue,(415) 282-2531,beauty,https://www.yelp.com/biz/four-seasons-nails-and-spa-san-francisco-2?override_cta=Get+information,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
616,Bernal Heights Nail Care,430A Cortland Avenue,(415) 401-9096,beauty,https://www.facebook.com/bernalbreeze/,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
617,Progressive Grounds,400 Cortland Avenue,(415) 282-6233,cafe,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
618,LP Decorative Plumbing,"Cortland Avenue, San Francisco, California, 94110 (reverse-geocoded approximate)",(415) 641-7928,plumber,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
619,Brown Bear Realty,303 Cortland Avenue,(415) 285-5700,estate_agent,https://www.facebook.com/Brown-Bear-Realty-100442235459135/,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
620,Royal Cuckoo,"3202 Mission Street, San Francisco, 94110",(415) 550-8667,bar,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
621,Taqueria Can-Cún,"3211 Mission Street, San Francisco, CA, 94110",(415) 550-1414,restaurant,https://www.yelp.com/biz/taqueria-cancún-san-francisco-5,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
622,Healthy Nails,"3187 Mission Street, San Francisco, CA, 94110",(415) 658-7536,beauty,https://www.yelp.com/biz/healthy-nails-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
623,Eco Jewelers,3174 Mission Street,(415) 282-2710,jewelry,https://www.yelp.com/biz/eco-jewelers-san-francisco?rh_ident=fast&rh_type=phrase,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
624,Las Brisas de Acapulco,"3137 Mission Street, San Francisco, CA, 94110",(415) 826-1496,restaurant,https://www.yelp.com/biz/las-brisas-de-acapulco-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
625,El Honduras,3047 Mission Street,(415) 341-0013,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
626,Pepe’s Auto Repair,1500 South Van Ness Avenue,(415) 970-9232,car_repair,https://www.yelp.com/biz/pepes-auto-repair-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
627,The Phone Booth,"1398 South Van Ness Avenue, San Francisco, CA, 94110",(415) 648-4683,bar,https://www.yelp.com/biz/phone-booth-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
628,Hollywood Beauty Salon,2863 Mission Street,(415) 410-1200,hairdresser,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
629,Ariel’s Breakfast Mi Yucatan,"2845 Mission Street, San Francisco, CA, 94110",(415) 285-4455,fast_food,https://www.yelp.com/biz/ariels-breakfast-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
630,Lian Nails,2890 Mission Street,(415) 648-5826,beauty,https://booksy.com/es-es/75809_lian-nails_salon-de-unas_81317_murcia,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
631,Eddy's Tax and Accounting,"3420 25th Street, San Francisco",(415) 529-1387,accountant,https://www.yelp.com/biz/eddys-tax-and-accounting-services-inc-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
632,El Rinconcito Nicaraguense,"2943 Mission Street, San Francisco, CA, 94110",(415) 643-4620,restaurant,https://www.yelp.com/biz/el-rinconcito-nicaraguense-san-francisco-2,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
633,Pacific Collision Care,1423 Valencia Street,(415) 525-4965,car_repair,https://www.yelp.com/biz/pacific-collision-care-san-francisco-4,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
634,Big Mouth Burgers & Beers,"3392 24th Street, San Francisco, CA, 94110",(415) 821-4821,restaurant,https://www.yelp.com/biz/big-mouth-burgers-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
635,Ezzo Rotisserie,"3388 24th Street, San Francisco, CA, 94110",(415) 410-1026,restaurant,https://www.yelp.com/biz/ezzo-rotisserie-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
636,Primera Insurance Agency,3339 23rd Street,(415) 829-7312,insurance,https://www.yelp.com/biz/primeras-insurance-agency-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
637,Vanessa's Beauty Salon,3329 23rd Street,(415) 285-1070,beauty,https://www.facebook.com/vanessasbeautysalonca/,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
638,Las Palmeras,"2721;2723 Mission Street, San Francisco, CA, 94110",(415) 285-7796,restaurant,https://www.yelp.com/biz/las-palmeras-restaurant-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
639,J. J. Jewelers,3214 24th Street,(415) 285-9277,jewelry,https://www.yelp.com/biz/j-j-jewelers-san-francisco-2,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
640,The Jelly Donut,"3198 24th Street, San Francisco, CA, 94110",(415) 648-1419,restaurant,https://www.yelp.com/biz/the-jelly-donut-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
641,Jose R. Sanchez Diamond Setter,"3184 24th Street, San Francisco, CA",(415) 641-1129,jewelry,https://www.yelp.com/biz/sanchez-jose-r-diamond-setter-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
642,Cholo Soy,2801 Folsom Street,(415) 341-0027,restaurant,https://www.facebook.com/cholosoysf/,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
643,Center Nails,3008 24th Street,(415) 401-6245,beauty,https://www.yelp.com/biz/center-nails-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
644,Géminis Barber Shop,2933 24th Street,(415) 573-7918,hairdresser,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
645,Ambaro Salon & Barbet,2915 24th Street,(415) 240-6173,hairdresser,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
646,Ana's Dreams,2870 24th Street,(415) 724-3065,hairdresser,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
647,Laura's Beauty and Barber Shop,2858 24th Street,(415) 282-9995,hairdresser,https://www.yelp.com/biz/lauras-beauty-and-barber-shop-san-francisco?override_cta=Request+an+appointment,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
